Location,Treatment,Count,Start time,End time,Point no.
MLN,Y,2,08:42,08:52,3
MLN,Y,2,09:03,09:13,1
MLN,Y,2,09:03,09:13,1
MLN,Y,2,09:03,09:13,1
MLN,Y,2,09:03,09:13,1
MLN,Y,2,09:03,09:13,1
MLN,Y,2,09:03,09:13,1
MLN,Y,2,09:03,09:13,1
MLN,Y,2,09:03,09:13,1
MLN,O,2,10:02,10:12,1
MLN,O,2,10:02,10:12,1
MLN,O,2,10:02,10:12,1
MLN,O,2,10:02,10:12,1
MLN,O,2,10:02,10:12,1
MLN,O,2,10:17,10:27,3
MLN,O,2,10:17,10:27,3
MLN,O,2,10:17,10:27,3
MLN,O,2,10:17,10:27,3
MLN,O,2,10:42,10:52,2
MLN,O,2,10:42,10:52,2
MLN,O,2,10:42,10:52,2
MLN,O,2,10:42,10:52,2
MLN,C,2,11:17,11:18,2
MLN,C,2,11:17,11:18,2
MLN,C,2,11:17,11:18,2
MLN,C,2,11:17,11:18,2
MLN,C,2,11:17,11:18,2
MLN,C,2,11:33,11:43,1
MLN,C,2,11:33,11:43,1
MLN,C,2,11:33,11:43,1
MLN,C,2,11:33,11:43,1
MLN,C,2,11:49,11:59,3
MLN,C,2,11:49,11:59,3
MLN,C,2,11:49,11:59,3
MLN,C,2,11:49,11:59,3
MLN,C,2,11:49,11:59,3
MLN,C,2,11:49,11:59,3
SBN,O,2,07:40,07:50,3
SBN,O,2,07:40,07:50,3
SBN,O,2,07:40,07:50,3
SBN,O,2,07:40,07:50,3
SBN,O,2,07:40,07:50,3
SBN,O,2,07:40,07:50,3
SBN,O,2,07:40,07:50,3
SBN,O,2,07:40,07:50,3
SBN,O,2,07:57,08:07,2
SBN,O,2,07:57,08:07,2
SBN,O,2,07:57,08:07,2
SBN,O,2,07:57,08:07,2
SBN,O,2,07:57,08:07,2
SBN,O,2,07:57,08:07,2
SBN,O,2,07:57,08:07,2
SBN,O,2,08:15,08:25,1
SBN,O,2,08:15,08:25,1
SBN,O,2,08:15,08:25,1
SBN,O,2,08:15,08:25,1
SBN,Y,2,08:57,09:07,3
SBN,Y,2,08:57,09:07,3
SBN,Y,2,08:57,09:07,3
SBN,Y,2,08:57,09:07,3
SBN,Y,2,08:57,09:07,3
SBN,Y,2,09:16,09:26,1
SBN,Y,2,09:16,09:26,1
SBN,Y,2,09:16,09:26,1
SBN,Y,2,09:16,09:26,1
SBN,Y,2,09:34,09:44,2
SBN,Y,2,09:34,09:44,2
SBN,Y,2,09:34,09:44,2
SBN,Y,2,09:34,09:44,2
SBN,Y,2,09:34,09:44,2
SBN,Y,2,09:34,09:44,2
SBN,C,2,10:24,10:34,1
SBN,C,2,10:24,10:34,1
SBN,C,2,10:24,10:34,1
SBN,C,2,10:24,10:34,1
SBN,C,2,10:24,10:34,1
SBN,C,2,10:39,10:49,2
SBN,C,2,10:39,10:49,2
SBN,C,2,10:39,10:49,2
SBN,C,2,10:39,10:49,2
SBN,C,2,10:53,11:03,3
SBN,C,2,10:53,11:03,3
SBN,C,2,10:53,11:03,3
SBN,C,2,10:53,11:03,3
SBN,C,2,10:53,11:03,3
SBN,C,2,10:53,11:03,3
SBS,O,2,07:20,07:30,1
SBS,O,2,07:20,07:30,1
SBS,O,2,07:20,07:30,1
SBS,O,2,07:20,07:30,1
SBS,O,2,07:20,07:30,1
SBS,O,2,07:20,07:30,1
SBS,O,2,07:20,07:30,1
SBS,O,2,07:20,07:30,1
SBS,O,2,07:43,07:53,3
SBS,O,2,07:43,07:53,3
SBS,O,2,07:43,07:53,3
SBS,O,2,07:43,07:53,3
SBS,O,2,07:43,07:53,3
SBS,O,2,07:43,07:53,3
SBS,O,2,07:43,07:53,3
SBS,O,2,08:03,08:13,2
SBS,O,2,08:03,08:13,2
SBS,O,2,08:03,08:13,2
SBS,O,2,08:03,08:13,2
SBS,C,2,09:01,09:11,3
SBS,C,2,09:01,09:11,3
SBS,C,2,09:01,09:11,3
SBS,C,2,09:01,09:11,3
SBS,C,2,09:19,09:29,1
SBS,C,2,09:19,09:29,1
SBS,C,2,09:19,09:29,1
SBS,C,2,09:19,09:29,1
SBS,C,2,09:19,09:29,1
SBS,C,2,09:39,09:49,2
SBS,C,2,09:39,09:49,2
SBS,C,2,09:39,09:49,2
SBS,Y,2,10:23,10:33,3
SBS,Y,2,10:23,10:33,3
SBS,Y,2,10:23,10:33,3
SBS,Y,2,10:41,10:51,1
SBS,Y,2,10:41,10:51,1
SBS,Y,2,10:41,10:51,1
SBS,Y,2,10:41,10:51,1
SBS,Y,2,10:41,10:51,1
SBS,Y,2,11:00,11:10,2
SBS,Y,2,11:00,11:10,2
SBS,Y,2,11:00,11:10,2
SBS,Y,2,11:00,11:10,2
